label,area,centroid-0,centroid-1,perimeter,axis_major_length,axis_minor_length
1,82.0,246.96341463414635,77.09756097560975,33.071067811865476,13.990884541576916,7.482237809729728
2,60.0,250.33333333333334,60.483333333333334,28.14213562373095,9.843229525467645,8.278200908817071
3,58.0,253.4655172413793,29.17241379310345,27.692388155425117,10.433924904586988,7.164371363262978
4,25.0,253.32,69.76,16.863961030678926,7.002137149209413,4.622777881713709
5,48.0,259.3125,46.083333333333336,25.899494936611664,11.290863494326672,5.58355834344941
6,67.0,260.56716417910445,83.02985074626865,28.970562748477143,10.95189789980835,7.941912647466768
7,84.0,261.75,116.60714285714286,32.970562748477136,11.260745271803067,9.641800838357845
8,47.0,262.6595744680851,22.617021276595743,23.899494936611664,9.621086625327473,6.2227853831153634
9,145.0,264.51724137931035,168.5103448275862,44.62741699796952,16.865826551444428,11.287138486446258
10,91.0,269.9010989010989,125.49450549450549,34.384776310850235,12.25896671290928,9.617993772381311
11,45.0,269.1777777777778,150.11111111111111,23.31370849898476,8.939403949383397,6.484636753116708
12,81.0,272.962962962963,216.5679012345679,32.72792206135786,12.867849788495883,8.104366069950887
13,502.0,276.7629482071713,40.03386454183267,91.2842712474619,33.38355319488059,20.192682741672638
14,42.0,271.1904761904762,100.02380952380952,22.727922061357855,9.239733355969042,5.834188748197589
15,51.0,273.05882352941177,112.70588235294117,24.485281374238568,9.422167830016535,6.9153830481394145
16,46.0,273.2608695652174,175.32608695652175,24.48528137423857,9.960292319658711,6.065065166201824
17,119.0,281.9159663865546,123.4453781512605,41.55634918610404,13.749725284948022,11.551614331363407
18,71.0,289.3380281690141,79.47887323943662,30.14213562373095,10.687315276968906,8.6073681873234
19,329.0,295.8693009118541,61.547112462006076,68.2842712474619,22.24287550791974,19.237368813219618
20,195.0,292.7692307692308,107.25128205128205,51.21320343559643,17.363801317222936,14.455595983201484
21,33.0,297.6363636363636,40.21212121212121,19.899494936611667,8.252102486019727,5.149924368117002
22,98.0,301.98979591836735,207.4591836734694,35.55634918610404,12.55833305108278,10.055699493447984
23,272.0,307.1617647058824,125.23529411764706,62.87005768508881,21.428680067889207,16.718468000332795
24,53.0,305.52830188679246,20.547169811320753,27.48528137423857,11.1891073871253,6.207176892815413
25,195.0,310.0,36.48717948717949,53.4558441227157,19.76517525775341,12.866248302696361
26,33.0,305.6363636363636,174.1818181818182,19.071067811865476,8.237634263820668,5.049431021051203
27,27.0,309.962962962963,13.148148148148149,17.65685424949238,7.976015631483594,4.287240506678441
28,182.0,315.2307692307692,99.86263736263736,50.72792206135786,18.646991026395924,12.658382987103941
29,16.0,312.25,70.875,12.207106781186548,6.602897716712576,3.0251845799276205
30,164.0,316.6829268292683,58.6219512195122,49.21320343559643,17.961285678671093,11.89934776903153
31,38.0,314.94736842105266,179.68421052631578,21.65685424949238,9.493220001876699,5.1938162178262965
32,27.0,316.0,76.85185185185185,17.071067811865476,7.499676684064424,4.5211415251838645
33,165.0,325.169696969697,264.24848484848485,48.21320343559643,16.16033555039119,13.346241385604467
34,3242.0,361.70789636027143,87.43183220234422,235.86500705120545,84.02081858000219,51.33052838775333
