label,area,centroid-0,centroid-1,perimeter,axis_major_length,axis_minor_length
1,207.0,12.88888888888889,142.01932367149757,64.18376618407356,26.10324625216917,11.700019646035944
2,873.0,38.470790378006875,139.96907216494844,150.95331880577402,56.75044118437265,22.389244881751477
3,138.0,35.731884057971016,194.28985507246378,44.62741699796952,17.144785554969317,10.429730851561525
4,508.0,53.17913385826772,121.35629921259843,102.18376618407356,43.18309889364137,15.877922777205853
5,143.0,54.76223776223776,192.96503496503496,46.970562748477136,19.25676557045254,9.697583956266136
6,202.0,63.272277227722775,108.72772277227723,56.87005768508881,22.336002078973817,11.737981071675298
7,68.0,58.279411764705884,136.08823529411765,30.142135623730947,11.662586128662808,7.624945516794358
8,59.0,74.1864406779661,133.32203389830508,31.520815280171306,13.130357279812502,6.547502409260738
9,222.0,81.54954954954955,100.97747747747748,62.04163056034261,26.39300076046088,10.920348162952584
10,160.0,87.375,89.1,56.04163056034261,23.237933171412458,9.559731268240153
11,45.0,81.77777777777777,114.28888888888889,23.65685424949238,9.289035405083812,6.26361186447392
12,64.0,85.25,125.4375,27.899494936611667,9.785810164335293,8.436552579554759
13,259.0,107.54440154440154,321.43629343629345,59.798989873223334,20.85203921640843,16.026023582921127
14,1982.0,127.17305751765893,349.1816347124117,175.3380951166243,65.20868886244075,39.254640723545464
15,5271.0,182.88465186871562,284.03168279263895,331.9482681718907,92.47463407836213,84.44540837445861
16,53.0,142.52830188679246,313.45283018867923,29.556349186104043,11.932089430884867,6.185149253659753
17,502.0,151.27290836653387,137.16932270916334,88.66904755831214,33.878189592706256,19.16515437931538
18,289.0,156.86851211072664,169.5432525951557,63.21320343559643,21.787595719846244,17.120709173114705
19,253.0,161.8102766798419,326.90513833992094,61.35533905932738,21.798658811864318,15.01474104863218
20,426.0,199.88732394366198,345.04460093896716,83.11269837220809,34.205753973678135,15.974862178614835
